HUC8,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
14070006,148.79,157.65,166.58,172.2,329.56,322.45,284.87,263.4,283.66,211.46,284.27,221.39,198.24,269.81,242.77,290.49,186.33,219.15,211.02,228.73,233.43,201.77,241.61,160.08,244.82,214.2,303.93,168.08,217.11,209.49,198.88,214.28,165.97,150.35,207.75,222.55,221.01,221.66,203.83,301.19,375.11,160.26,173.87,163.82,171.53,198.44,193.57,198,209.55,117.82,202.76,258.82,177.32,182.5,139.56,110.37,297.8,172.06,169.62,173.15,199.86,157.61,173.04,140.49,294.92,163.36,191.62,152.18,212.44,163.27,163.91,251.82,169.7,145.4,169.07,155,128.64,301.64,222.98,269.03,259.84,247.96,276.63,186.48,228.46,216.7,250.07,176.23,112.04,200.32,167.81,290.19,260.07,178.38,201.35,143.68,265.28,258.7,161.87,197.32,174.98,118.41,135.67,279.11,261.75,222.74,177.39,185.78,126.21,270.32,179.24,149.61,248.14,115.33,307.39,212.36,177.86,173.08,221,77.99,172.11,173.88,210.08
14070007,229.62,234.27,236.36,243.53,395.13,424.11,387.23,346.74,389.59,278.23,357.47,301.95,273.39,342.38,316.7,395.16,243.44,319.46,293.71,330.54,329.82,301.02,304.82,229.54,308.9,265.9,392.82,218.8,267.94,295.23,264.92,289.33,221.81,207.84,275.66,337.96,307.62,321.05,279.11,376.37,468.32,193.58,275.54,234.18,285.2,315.52,244.24,236.44,303.23,158.07,283.87,316.18,210.2,275.72,215.6,135.23,392.44,278.71,222.68,241.71,264.39,240.68,249.42,197.33,396.17,233.47,318.42,223.23,354.07,252.29,257.32,298.54,265.51,214.12,254.38,219.72,198.44,444.02,289.05,415.74,355.5,370.94,397.82,271.72,297.72,302.21,355.43,243.69,170.79,262.84,246.66,407.32,413.31,257.99,327.77,228.7,345.76,399.63,214.76,294.34,250.67,159.88,211.35,414.44,374.64,295.34,214.05,261.23,186.1,410.33,239.42,237.01,312.15,197.45,367.11,292.6,230.63,262.14,344.92,120.85,234.28,224.15,326.38
14080201,202.74,188.01,187.11,195.29,352.59,325.87,313.47,276.98,305.95,216.75,358.8,217.37,253.35,349.67,292.76,317,198.15,264.77,299.01,275.23,293.96,224.42,324.73,207.96,261.72,292.45,366.5,245.27,296.75,242.17,331.22,238.39,245.55,187.88,274.29,273.45,272.2,264.41,209.52,342.2,478.24,194.34,216.46,255.88,208.37,233.96,277.17,268.43,276.33,122.33,212.73,265.95,224.89,230.22,193.94,139.72,414.54,201.52,214.59,199.05,271.78,214.76,222.13,221.32,394.71,205.79,210.01,220.68,294.69,237.06,237.25,279.38,235.64,221.91,226.05,174.28,186.79,356.98,276.91,260.43,247.46,323.15,338.07,235,296.25,327.05,303.24,250.67,120.02,258.76,228.64,309.12,312.61,217.5,251.36,211.56,328.47,268.95,201.78,213.13,184.2,147.76,202.12,247.93,258.69,231.43,258.97,238.14,158.52,305.06,181.07,160.78,253.39,164.73,391.14,263.01,208.06,154.18,278.24,126.35,255.47,233.12,240.14
14080205,159.69,165.21,173.74,170.31,334.63,312.02,291.25,261.12,287.69,205.25,301.98,213.04,216.72,292.54,258.57,288.71,181.94,230.7,239.52,225.67,247.68,213.83,274.79,172.7,255.83,226.9,338.7,192.57,234.88,213.25,259.22,230.04,206.53,161.93,229.12,229.01,245.14,237.07,234.75,327.37,407.69,175.36,178.78,203.97,195.04,191.12,228.28,230.27,243.12,117.26,211.07,257.23,174.36,188.36,143.7,118.97,327.27,175.88,177.36,195.65,236.54,178.76,169.34,165.19,345.01,188.46,201.06,177.14,239.73,185.51,181.9,264.31,192.86,169.16,178.9,159.97,134.46,307.96,229.7,254.28,239.73,279.01,306.55,216.67,255.35,246.09,313.1,210.38,120.46,231.72,199.75,277.43,270.01,188.99,207.38,161.43,274.36,239.95,179.85,183.09,168.6,138.08,148.74,249.85,273.9,219.63,188.43,195.2,140.38,277.37,160.53,153.19,223.05,125.59,342.24,225.61,175.79,154.85,238.23,94.51,182.8,199.43,212.51
15010003,292.97,303.38,298.35,273.72,459.91,505.86,476.96,411.59,487.6,325.52,410.51,369.74,335.44,403.96,373.88,476.29,291.16,421.2,364.27,416.22,440.49,370.95,370.01,326.69,360.48,346.79,467.83,261.79,307.57,355.75,349.88,336.62,274.76,258.75,345.41,429.65,376.64,404.09,367.64,450.96,566.1,236.94,369.67,293.43,382.43,407.2,289,273.36,390.67,194.64,367.03,395.16,252.7,351.55,273.6,157.89,474.04,380.16,266.87,295.76,330.53,296.81,314.76,268.21,479.89,323.98,395.15,275.24,439.38,328.74,339.66,332.74,351.83,274.73,333.64,267.79,259.37,596.34,352.66,520.17,439.22,506.7,524.53,383.47,380.74,360.97,434.95,340.02,204.39,299.61,310.39,506.73,519.95,323.11,470.33,327.77,408.86,520.74,285.88,359.49,320.43,215.47,327.21,530.17,489.88,344.8,254.4,339.29,208.21,540.91,290.27,308.79,358.87,285.24,470.5,422.5,295.49,325.72,473.52,166.02,322.61,305.92,447.88
15060203,347.53,379.57,290.67,318.5,1105.59,610.56,579.48,641.51,511.77,372.74,624.31,527.91,488.89,605.78,664.65,671.42,529.23,560.26,691.87,509.45,498.12,571.31,620.43,350.02,443.99,557.37,676.13,357.48,397.58,592.85,743.46,495.81,407.01,363.52,585.3,534.54,460.13,475.2,423.89,656.92,804.08,355.17,457.22,528.25,432.79,501.71,356.73,329.97,529.68,285.16,645.64,608.82,290.9,479.07,506.86,226.45,636.54,561.74,607.23,362.31,421.06,392.13,490.51,410,884.86,403.65,573.29,433.89,488.03,476.78,410.91,565.76,463.43,435.21,412.77,505.55,416.22,937.06,501.03,699.46,492.43,743.13,788.78,589.05,595.61,542.13,529.85,508.69,343.41,514.91,603.29,843.27,831.32,478.53,539.88,349,507.81,608.32,403.44,457.74,445.36,247.11,476.77,521.29,535.98,295.61,410.56,519.22,286.76,623.05,376.57,352.63,487.5,400.34,488.39,424.82,389.87,413.28,619.77,245.66,503.36,395.17,452.66
14080106,462.97,417.17,363.27,411.19,696.13,606.63,587.73,533.57,530.07,393.77,673.29,410.89,483.62,536.66,526.04,673.49,327.74,494.3,605.05,489.14,526.88,425.44,548.2,398.78,477.03,517.34,647.05,402.62,546.18,408.07,578.73,481.12,466.13,367.18,532.88,596.48,485.07,550.45,386.26,580.15,784.86,384.37,478.98,517.29,453.99,481,509.66,486.41,589,298.92,431.24,462.14,390.26,481.94,490.73,276.4,730.35,419.97,471.69,398.29,482.23,405.7,411.79,469.75,727.28,472.85,441.32,417.48,636.61,449.46,497.9,492.37,428.55,442.85,508.89,399.55,371.84,700.52,545.29,584.44,575.27,662.49,796.15,657.95,697.13,668.56,500.73,568.35,281.95,628.07,728.89,584.8,643.75,480.88,561.18,503.95,645.96,612.36,429.17,388.38,428.26,336.84,485.65,451.96,526.81,524.58,677.02,616.97,399.7,663.97,446.23,385.34,495.88,370.45,654.6,450.68,438.8,351.88,580.91,233.87,457.74,600.28,563.12
14080105,258.35,232.43,219.11,239.51,413.31,374.99,364.96,325.15,341.56,243.11,424.81,246.3,293.63,376.95,339.74,373.78,212.12,309.47,345.74,306.75,329.51,251.91,375.96,233.71,301.39,335.34,408.77,265.14,346.7,264.59,387.12,285.75,291.35,226.26,318.23,334.92,307.84,299.22,240.01,381.95,531.96,223.04,259.96,294.66,246.23,270.06,313.42,308.77,314.93,151.1,246.24,302.07,243.34,285.47,248.19,176.47,460.87,246.39,265.48,233.89,311.52,251.35,265.08,276.91,430.65,248.2,253.2,254.02,365.23,266.78,280.49,305.37,265.73,261.58,270.24,222.25,225.19,400.86,313.27,308.09,309.3,391.33,420.19,321.78,368.14,390.59,338.38,350.55,149.55,356.8,304.55,354.9,362.07,263.17,310.04,262.62,379.69,330.98,241.87,234.14,224.18,170.64,249.3,276.56,306.9,284.39,340.14,314.53,191.7,365.34,231.81,200.93,289.4,207.27,417,286.84,245.45,175.85,311.1,143.84,278.24,323.73,302.94
15010010,240.84,202.22,218.29,222.36,341.13,382.47,327.61,300.08,362.46,209.58,287.25,243.34,244.83,281.64,284.13,348.19,223.89,305.47,234.99,299,292.25,269.97,249.82,189.21,272.1,231.27,320.06,172.87,197.51,279.92,255.6,283.79,189.27,168.51,249.13,299.06,256.99,278.67,254.98,304.5,435.75,136.29,269.93,216.87,262.89,279.05,180.52,184.63,269.41,122.65,256.28,263,137.7,249.58,207.76,97.58,339.58,265.54,187.33,207.88,201.42,191.39,213.13,155.42,355,205.58,279.84,179.79,333.63,227.57,256.54,229.51,252.37,203.32,224.34,212.7,188.97,469.57,252.98,384.68,242.29,324.53,394.19,269.62,221.75,224.79,322.42,241.16,147.28,258.88,221.22,372.69,357.51,262.71,348.56,220,263.82,412.27,169.97,241.86,221.69,91.46,218.54,378.63,376.78,211.82,191.7,212.69,153.22,413.51,209.87,253.84,227.84,216.13,258.4,313.9,209.12,231.38,400.35,132.49,246.51,203.34,355.44
15010001,258.3,258.94,252.15,231.06,459.18,466.38,501.05,381.51,430.1,297.91,403,320.49,295.91,373.61,342.49,425.48,255.02,369.27,343.58,364.66,376.18,332.16,355.23,281.79,349.99,322.53,460.33,247.81,285.53,318.4,322.33,313,252.55,233.12,320.74,374.34,366.13,358.1,323.21,437.1,531.43,220.83,317.8,266.57,322.24,358.57,259.1,262.62,354.29,188.91,340.95,382.76,239.47,303.18,250.67,164.02,445.85,336.19,258.45,283.72,286.72,267.45,278.25,241.62,449.99,285.36,330.72,251.61,391.41,278.85,284.71,326.72,303.41,252.73,297.21,249.73,237.38,540.46,357.79,473.18,407.23,463.24,469.6,327.23,362.12,337.98,391.37,305.44,184.36,309.69,298.46,468.12,456.43,294.83,394.56,259.33,377.84,438.16,260.55,312.73,277.22,179.32,260.29,456.79,416.48,304.89,233.8,306.2,196.35,412.58,255.04,263.21,344.8,206.4,415,330.02,262.57,288.91,368.7,140.16,278.75,262.19,396.64
